OBJECTID_1,GUID,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,SMALL_AREA,GEOGID,AREA,CHANGECODE,ESRI_OID,SHAPE_Length,SHAPE_Area
18085,4c07d11e-3a61-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065003,167065003,A167065003,0,0,18085,629.8238399,15676.93152
18086,4c07d11e-3a6e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065009,167065009,A167065009,0,0,18086,825.7831904,31070.63718
18087,4c07d11e-397f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019032,147019032,A147019032,0,0,18087,1039.587823,44516.15872
18088,4c07d11e-390b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10007,147042,Dundalk Urban No. 4,147042006,147042006,A147042006,0,0,18088,1082.497401,64401.01678
18089,4c07d11e-3922-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10007,147042,Dundalk Urban No. 4,147042016,147042016,A147042016,0,0,18089,725.8456416,30669.57606
18090,4c07d11e-3923-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019026,147019026,A147019026,0,0,18090,621.9291992,6562.751216
18091,4c07d11e-3924-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019063,147019063,A147019063,0,0,18091,664.3184592,28982.47667
18092,4c07d11e-3925-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019065,147019065,A147019065,0,0,18092,857.8096322,35305.05374
18093,4c07d11e-393a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33147,57137,Stranorlar,57137002,57137002,A057137002,0,0,18093,1258.410566,97134.56433
18094,4c07d11e-393b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33135,57039,Convoy,57039007,57039007,A057039007,0,0,18094,888.8416303,31074.67166
18095,4c07d11e-393c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33145,57127,Raphoe,57127004,57127004,A057127004,0,0,18095,967.9349152,53661.81354
18096,4c07d11e-39f2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,LK,Limerick City and County,20027,128027,Killeely A,128027003,128027003,A128027003,0,0,18096,572.7532931,18706.387
18097,4c07d11e-3a05-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,LK,Limerick City and County,20065,127105,Limerick North Rural,127105032,127105032,A127105032,0,0,18097,562.9535096,14712.87501
18098,4c07d11e-394e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33003,57107,Letterkenny Urban,57107014,57107014,A057107014,0,0,18098,693.9414752,29873.75922
18099,4c07d11e-394f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33003,57107,Letterkenny Urban,57107009,57107009,A057107009,0,0,18099,947.8314323,53648.69123
18100,4c07d11e-3a0d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,24027,228026,Morrisson's Road,228026002,228026002,A228026002,0,0,18100,444.7226902,11673.90202
18101,4c07d11e-3a1f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,24009,228009,Centre A,228009005,228009005,A228009005,0,0,18101,497.0878404,13796.7915
18102,4c07d11e-3a20-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,24036,228035,The Glen,228035004,228035004,A228035004,0,0,18102,319.8365552,5326.138484
18103,4c07d11e-3a21-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,24009,228009,Centre A,228009002,228009002,A228009002,0,0,18103,456.167549,11768.39347
18104,4c07d11e-3a22-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,WD,Waterford City and County,24031,228030,Park,228030005,228030005,A228030005,0,0,18104,330.9196056,6316.899255
18105,4c07d11e-390c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10027,147019,Dundalk Rural,147019039,147019039,A147019039,0,0,18105,787.2232469,22116.37678
18106,4c07d11e-390d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10007,147042,Dundalk Urban No. 4,147042024,147042024,A147042024,0,0,18106,681.8451965,19244.23956
18107,4c07d11e-390e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10007,147042,Dundalk Urban No. 4,147042023,147042023,A147042023,0,0,18107,892.9695241,45398.67308
18108,4c07d11e-3a26-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE052,South-East,CW,Carlow,1001,17011,Carlow Urban,17011004,17011004,A017011004,0,0,18108,550.8541113,15598.236
18109,4c07d11e-3a3b-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,6006,87004,Ballitore,87004004,87004004,A087004004,0,0,18109,1271.815007,95903.03306
18110,4c07d11e-3a3c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,KE,Kildare,6066,87034,Droichead Nua (Newbridge) Urban,87034018,87034018,A087034018,0,0,18110,389.3415603,8673.63487
18111,4c07d11e-3a3d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15010,257016,Blessington,257016013,257016013,A257016013,0,0,18111,450.1707996,8121.430531
18112,4c07d11e-396f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33089,57123,Moville,57123011,57123011,A057123011,0,0,18112,1161.602668,61713.58891
18113,4c07d11e-3970-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33089,57123,Moville,57123007,57123007,A057123007,0,0,18113,849.6007241,41750.2272
18114,4c07d11e-3971-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102001,77102001,A077102001,0,0,18114,486.3358424,14724.60995
18115,4c07d11e-3972-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,KY,Kerry,19001,77102,Killarney Urban,77102021,77102021,A077102021,0,0,18115,607.7623247,21322.52627
18116,4c07d11e-398e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10047,147043,St. Mary's (Part Urban),147043004,147043004,A147043004,0,0,18116,1002.621084,57626.79783
18117,4c07d11e-398f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10003,147034,West Gate,147034002,147034002,A147034002,0,0,18117,957.9953603,54297.41286
18118,4c07d11e-3b34-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11092,167090,Trim Rural,167090022,167090022/02,A167090022,0,2,18118,1258.062225,92068.90111
18119,4c07d11e-39a1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10041,147035,St. Peter's,147035001,147035001,A147035001,0,0,18119,874.5901085,34479.3153
18120,4c07d11e-39a2-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10041,147035,St. Peter's,147035006,147035006,A147035006,0,0,18120,748.2515817,31338.78235
18121,4c07d11e-39a3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10047,147043,St. Mary's (Part Urban),147043010,147043010,A147043010,0,0,18121,871.5923822,9320.035807
18122,4c07d11e-39a4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10002,147039,St. Laurence Gate,147039003,147039003,A147039003,0,0,18122,1017.390742,54527.4983
18123,4c07d11e-3a3e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15056,257048,Kilcoole,257048010,257048010,A257048010,0,0,18123,544.951338,11048.03635
18124,4c07d11e-3a3f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15035,257051,Kilmacanoge,257051031,257051031,A257051031,0,0,18124,328.0111132,4988.030208
18125,4c07d11e-3a40-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,WW,Wicklow,15004,257081,Bray No. 2,257081006,257081006/02,A257081006,0,2,18125,365.2096377,4984.310099
18126,4c07d11e-3747-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4038,267133,Swords-Lissenhall,267133005,267133005,A267133005,0,0,18126,959.1141863,54024.9996
18127,4c07d11e-3a75-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4038,267133,Swords-Lissenhall,267133025,267133025,A267133025,0,0,18127,555.4679091,13179.39424
18128,4c07d11e-3b31-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11085,167046,Killaconnigan,167046001,167046001,A167046001,0,0,18128,1102.994233,49693.43775
18129,4c07d11e-3ab6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32001,27025,Cavan Urban,27025003,27025003,A027025003,0,0,18129,993.2454436,58754.33071
18130,4c07d11e-3ab7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32001,27025,Cavan Urban,27025009,27025009,A027025009,0,0,18130,579.1612943,19338.90645
18131,4c07d11e-3ab8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32001,27025,Cavan Urban,27025008,27025008,A027025008,0,0,18131,810.7343362,42310.21329
18132,4c07d11e-3b41-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11092,167090,Trim Rural,167090022,167090022/03,A167090022,0,2,18132,963.4976693,29589.13305
18133,4c07d11e-3ac6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32048,27024,Cavan Rural,27024027,27024027,A027024027,0,0,18133,1007.95444,55557.84453
18134,4c07d11e-3ac7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,CN,Cavan,32008,27063,Kingscourt,27063001,27063001,A027063001,0,0,18134,866.0354821,44873.07059
18135,4c07d11e-3b3d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,RN,Roscommon,30065,197032,Castlereagh,197032008/197032009,197032008/197032009,A197032008/197032009,0,0,18135,1090.328966,70820.78975
18136,4c07d11e-3a5d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11010,167030,Dunshaughlin,167030009,167030009,A167030009,0,0,18136,653.6543796,18369.04028
18137,4c07d11e-3a5e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11026,167039,Ceannanus Mór (Kells) Rural,167039007,167039007,A167039007,0,0,18137,1211.067641,76665.12777
18138,4c07d11e-3ad5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,LM,Leitrim,28052,117063,Manorhamilton,117063008,117063008,A117063008,0,0,18138,676.3857659,18651.01332
18139,4c07d11e-3ad6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33006,57012,Ballyshannon Urban,57012001,57012001,A057012001,0,0,18139,694.098219,14141.9046
18140,4c07d11e-3ad7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,DL,Donegal,33006,57012,Ballyshannon Urban,57012002,57012002,A057012002,0,0,18140,809.0862328,32756.00318
18141,4c07d11e-3a76-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4038,267133,Swords-Lissenhall,267133013,267133013,A267133013,0,0,18141,570.5746953,19009.42122
18142,4c07d11e-3a6f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,MH,Meath,11055,167065,Navan Rural,167065029,167065029,A167065029,0,0,18142,671.0658994,25523.76579
18143,4c07d11e-3ae3-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34045,177061,Newbliss,177061003,177061003,A177061003,0,0,18143,949.1475667,53244.94242
18144,4c07d11e-3ae4-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058019,177058019,A177058019,0,0,18144,949.6492563,44211.26392
18145,4c07d11e-3afa-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27025,67059,Clifden,67059011,67059011,A067059011,0,0,18145,725.3691059,17514.36247
18146,4c07d11e-3afb-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GY,Galway County,27025,67059,Clifden,67059010,67059010,A067059010,0,0,18146,817.2879577,30639.3891
18147,4c07d11e-3afc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29004,157153,Westport Urban,157153011,157153011,A157153011,0,0,18147,900.1330834,44841.60985
18148,4c07d11e-3b0c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29004,157153,Westport Urban,157153012,157153012,A157153012,0,0,18148,1292.326142,67999.27606
18149,4c07d11e-39d6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16027,37027,Clenagh,37027033,37027033,A037027033,0,0,18149,544.712965,17991.09786
18150,4c07d11e-3b3e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29074,157048,Castlebar Rural,157048013,157048013,A157048013,0,0,18150,1125.365809,81399.22913
18151,4c07d11e-3b3f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29003,157049,Castlebar Urban,157049006,157049006,A157049006,0,0,18151,1020.436596,58859.05422
18152,4c07d11e-3b40-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,MO,Mayo,29003,157049,Castlebar Urban,157049018,157049018,A157049018,0,0,18152,897.0599124,42542.87571
18153,4c07d11e-3a06-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,LK,Limerick City and County,21052,127026,Ballysimon,127026022,127026022,A127026022,0,0,18153,431.2661367,8798.798286
18154,4c07d11e-3a07-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,LK,Limerick City and County,21052,127026,Ballysimon,127026020,127026020/02,A127026020,0,2,18154,425.1906685,7410.565572
18155,4c07d11e-3a08-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE042,West,GC,Galway City,26018,68020,Paróiste San Nicoláis,68020008,68020008,A068020008,0,0,18155,488.2454811,10028.6566
18156,4c07d11e-3a86-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31038,207012,Ballysadare East,207012006,207012006,A207012006,0,0,18156,863.6449611,39868.01095
18157,4c07d11e-3a87-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31003,207071,Sligo West,207071002,207071002,A207071002,0,0,18157,986.7975358,54645.45436
18158,4c07d11e-3a88-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31003,207071,Sligo West,207071001,207071001,A207071001,0,0,18158,955.6274775,53131.2102
18159,4c07d11e-3a89-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31003,207071,Sligo West,207071022,207071022,A207071022,0,0,18159,865.1653857,42671.47751
18160,4c07d11e-3a8a-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,SO,Sligo,31003,207071,Sligo West,207071024,207071024,A207071024,0,0,18160,909.2910273,28376.49518
18161,4c07d11e-3ae5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34063,177058,Monaghan Rural,177058016,177058016,A177058016,0,0,18161,849.2338461,39090.88737
18162,4c07d11e-3ae6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE04,Northern and Western,IE041,Border,MN,Monaghan,34004,177059,Monaghan Urban,177059010,177059010,A177059010,0,0,18162,762.3345523,25023.18966
18163,4c07d11e-390f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE062,Mid-East,LH,Louth,10007,147042,Dundalk Urban No. 4,147042017,147042017,A147042017,0,0,18163,687.0715824,28733.78295
18164,4c07d11e-39c1-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17052,48057,St. Patrick's B,48057004,48057004,A048057004,0,0,18164,266.5089542,3179.529346
18165,4c07d11e-39cf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17012,48012,Blackpool B,048012005/048012006,48012006,A048012005/048012006,0,0,18165,285.982144,3426.89548
18166,4c07d11e-39d0-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE053,South-West,CC,Cork City,17012,48012,Blackpool B,48012003,48012003,A048012003,0,0,18166,494.9326893,16295.64405
18167,4c07d11e-1626-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5066,267127,Stillorgan-Merville,267127005,267127005,A267127005,0,0,18167,2014.348868,102774.9532
18168,4c07d11e-3abc-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4030,267106,Malahide West,267106009,267106009,A267106009,0,0,18168,794.3402529,26989.2202
18169,4c07d11e-3abd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4030,267106,Malahide West,267106023,267106023,A267106023,0,0,18169,771.8382471,28752.56325
18170,4c07d11e-3abe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4029,267105,Malahide East,267105026,267105026,A267105026,0,0,18170,483.0174134,14132.48876
18171,4c07d11e-3abf-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4032,267111,Portmarnock South,267111012,267111012,A267111012,0,0,18171,905.7089363,45930.12193
18172,4c07d11e-3c21-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2147,268143,South Dock,268143029,268143029,A268143029,0,0,18172,275.5912799,4065.744336
18173,4c07d11e-3c2c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2147,268143,South Dock,268143030,268143030,A268143030,0,0,18173,237.9305145,2927.717129
18174,4c07d11e-3c2d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2147,268143,South Dock,268143023,268143023,A268143023,0,0,18174,278.5316547,3234.422284
18175,4c07d11e-3c2e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2129,268114,Pembroke East E,268114012,268114012,A268114012,0,0,18175,291.573956,3707.716488
18176,4c07d11e-3c2f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2130,268115,Pembroke West A,268115012,268115012,A268115012,0,0,18176,236.4585976,2805.665938
18177,4c07d11e-3c30-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2130,268115,Pembroke West A,268115009,268115009,A268115009,0,0,18177,211.3690212,1419.024054
18178,4c07d11e-3c31-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2130,268115,Pembroke West A,268115003,268115003,A268115003,0,0,18178,413.3874695,9225.278244
18179,4c07d11e-3c32-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2130,268115,Pembroke West A,268115001,268115001,A268115001,0,0,18179,416.804914,9421.04224
18180,4c07d11e-3ba6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2067,268081,Inns Quay B,268081004,268081004,A268081004,0,0,18180,496.5875832,11683.47614
18181,4c07d11e-3ba7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2066,268080,Inns Quay A,268080016,268080016,A268080016,0,0,18181,262.1706707,1771.939062
18182,4c07d11e-3ba8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2030,268030,Cabra East A,268030020,268030020,A268030020,0,0,18182,307.8218008,5294.383888
18183,4c07d11e-3bb6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2030,268030,Cabra East A,268030017,268030017,A268030017,0,0,18183,270.8165997,3508.234641
18184,4c07d11e-3bb7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2030,268030,Cabra East A,268030022,268030022,A268030022,0,0,18184,445.8094524,6785.035149
18185,4c07d11e-3bb8-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2066,268080,Inns Quay A,268080007,268080007,A268080007,0,0,18185,259.6817012,2724.305605
18186,4c07d11e-3bb9-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2066,268080,Inns Quay A,268080006,268080006,A268080006,0,0,18186,468.9799197,13160.2155
18187,4c07d11e-3aef-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13089,237079,Mullingar Rural,237079014,237079014,A237079014,0,0,18187,1050.726389,70065.07612
18188,4c07d11e-3afd-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13090,237106,Mullingar North Urban,237106004,237106004,A237106004,0,0,18188,876.2826734,34883.98198
18189,4c07d11e-3afe-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE063,Midlands,WH,Westmeath,13090,237106,Mullingar North Urban,237106001,237106001,A237106001,0,0,18189,814.1365253,40328.06874
18190,4c07d11e-37f5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4037,267131,Swords-Glasmore,267131023,267131023,A267131023,0,0,18190,753.138553,32924.3538
18191,4c07d11e-37f6-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4037,267131,Swords-Glasmore,267131021,267131021,A267131021,0,0,18191,876.7762569,49920.33685
18192,4c07d11e-37f7-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,FL,Fingal,4037,267131,Swords-Glasmore,267131018,267131018,A267131018,0,0,18192,723.3044475,31648.63375
18193,4c07d11e-3c33-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2125,268110,Pembroke East A,268110005,268110005,A268110005,0,0,18193,404.5631835,9762.913823
18194,4c07d11e-3c3c-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2125,268110,Pembroke East A,268110002,268110002,A268110002,0,0,18194,393.8123518,9502.60754
18195,4c07d11e-3c3d-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2147,268143,South Dock,268143027,268143027,A268143027,0,0,18195,222.5463999,1280.838064
18196,4c07d11e-3c3e-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DC,Dublin City,2125,268110,Pembroke East A,268110010,268110010,A268110010,0,0,18196,468.5213071,14051.40616
18197,4c07d11e-3c3f-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5042,267067,Dún Laoghaire-East Central,267067011,267067011,A267067011,0,0,18197,636.3303399,25568.44231
18198,4c07d11e-3c40-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5052,267077,Dún Laoghaire-West Central,267077007,267077007,A267077007,0,0,18198,427.0603575,10874.03497
18199,4c07d11e-3c41-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5043,267068,Dún Laoghaire-Glasthule,267068007,267068007,A267068007,0,0,18199,515.6406298,11701.10865
18200,4c07d11e-3c42-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5043,267068,Dún Laoghaire-Glasthule,267068003,267068003,A267068003,0,0,18200,453.1144191,10506.63219
18201,4c07d11e-08b5-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE05,Southern,IE051,Mid-West,CE,Clare,16032,37057,Ennis Rural,37057021,37057021,A037057021,0,0,18201,4150.707005,997862.7603
18202,4c07d11e-1670-851d-e053-ca3ca8c0ca7f,IE,Ireland,IE06,Eastern and Midland,IE061,Dublin,DR,Dún Laoghaire-Rathdown,5027,267056,Clonskeagh-Belfield,267056001,267056001,A267056001,0,0,18202,4145.579665,769039.1644
